2024-06-05 15:49:28,054 INFO    StreamThr :35312 [internal.py:wandb_internal():85] W&B internal server running at pid: 35312, started at: 2024-06-05 15:49:28.054182
2024-06-05 15:49:28,055 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: status
2024-06-05 15:49:28,059 INFO    WriterThread:35312 [datastore.py:open_for_write():87] open: /Users/syrkis/code/miiii/wandb/run-20240605_154928-lljmndqx/run-lljmndqx.wandb
2024-06-05 15:49:28,059 DEBUG   SenderThread:35312 [sender.py:send():378] send: header
2024-06-05 15:49:28,075 DEBUG   SenderThread:35312 [sender.py:send():378] send: run
2024-06-05 15:49:28,641 INFO    SenderThread:35312 [dir_watcher.py:__init__():211] watching files in: /Users/syrkis/code/miiii/wandb/run-20240605_154928-lljmndqx/files
2024-06-05 15:49:28,641 INFO    SenderThread:35312 [sender.py:_start_run_threads():1123] run started: lljmndqx with start time 1717613368.055344
2024-06-05 15:49:28,646 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: check_version
2024-06-05 15:49:28,646 DEBUG   SenderThread:35312 [sender.py:send_request():405] send_request: check_version
2024-06-05 15:49:28,780 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: run_start
2024-06-05 15:49:28,786 DEBUG   HandlerThread:35312 [system_info.py:__init__():26] System info init
2024-06-05 15:49:28,787 DEBUG   HandlerThread:35312 [system_info.py:__init__():41] System info init done
2024-06-05 15:49:28,787 INFO    HandlerThread:35312 [system_monitor.py:start():194] Starting system monitor
2024-06-05 15:49:28,787 INFO    SystemMonitor:35312 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-05 15:49:28,787 INFO    HandlerThread:35312 [system_monitor.py:probe():214] Collecting system info
2024-06-05 15:49:28,790 INFO    SystemMonitor:35312 [interfaces.py:start():188] Started cpu monitoring
2024-06-05 15:49:28,792 INFO    SystemMonitor:35312 [interfaces.py:start():188] Started disk monitoring
2024-06-05 15:49:28,793 INFO    SystemMonitor:35312 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-05 15:49:28,793 INFO    SystemMonitor:35312 [interfaces.py:start():188] Started memory monitoring
2024-06-05 15:49:28,796 INFO    SystemMonitor:35312 [interfaces.py:start():188] Started network monitoring
2024-06-05 15:49:29,113 DEBUG   HandlerThread:35312 [system_info.py:probe():150] Probing system
2024-06-05 15:49:29,118 DEBUG   HandlerThread:35312 [system_info.py:_probe_git():135] Probing git
2024-06-05 15:49:29,133 DEBUG   HandlerThread:35312 [system_info.py:_probe_git():143] Probing git done
2024-06-05 15:49:29,133 DEBUG   HandlerThread:35312 [system_info.py:probe():198] Probing system done
2024-06-05 15:49:29,133 DEBUG   HandlerThread:35312 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.11.7', 'heartbeatAt': '2024-06-05T18:49:29.114451', 'startedAt': '2024-06-05T18:49:28.050203', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/syrkis/code/miiii/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:syrkis/miiii.git', 'commit': '1697b167c9772d7994d816372651ad9e40b39c68'}, 'email': 'noah@syrkis.com', 'root': '/Users/syrkis/code/miiii', 'host': 'c23.local', 'username': 'syrkis', 'executable': '/Users/syrkis/.pyenv/versions/3.11.7/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.56072998046875}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-06-05 15:49:29,133 INFO    HandlerThread:35312 [system_monitor.py:probe():224] Finished collecting system info
2024-06-05 15:49:29,133 INFO    HandlerThread:35312 [system_monitor.py:probe():227] Publishing system info
2024-06-05 15:49:29,134 INFO    HandlerThread:35312 [system_monitor.py:probe():229] Finished publishing system info
2024-06-05 15:49:29,159 DEBUG   SenderThread:35312 [sender.py:send():378] send: files
2024-06-05 15:49:29,159 INFO    SenderThread:35312 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-05 15:49:29,369 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: python_packages
2024-06-05 15:49:29,369 DEBUG   SenderThread:35312 [sender.py:send_request():405] send_request: python_packages
2024-06-05 15:49:29,369 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: stop_status
2024-06-05 15:49:29,370 DEBUG   SenderThread:35312 [sender.py:send_request():405] send_request: stop_status
2024-06-05 15:49:29,615 DEBUG   SenderThread:35312 [sender.py:send():378] send: telemetry
2024-06-05 15:49:29,615 DEBUG   SenderThread:35312 [sender.py:send():378] send: telemetry
2024-06-05 15:49:29,615 DEBUG   SenderThread:35312 [sender.py:send():378] send: telemetry
2024-06-05 15:49:29,615 DEBUG   SenderThread:35312 [sender.py:send():378] send: exit
2024-06-05 15:49:29,615 INFO    SenderThread:35312 [sender.py:send_exit():585] handling exit code: 1
2024-06-05 15:49:29,615 INFO    SenderThread:35312 [sender.py:send_exit():587] handling runtime: 0
2024-06-05 15:49:29,616 INFO    SenderThread:35312 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-05 15:49:29,616 INFO    SenderThread:35312 [sender.py:send_exit():593] send defer
2024-06-05 15:49:29,616 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: defer
2024-06-05 15:49:29,616 INFO    HandlerThread:35312 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-05 15:49:29,616 DEBUG   SenderThread:35312 [sender.py:send_request():405] send_request: defer
2024-06-05 15:49:29,616 INFO    SenderThread:35312 [sender.py:send_request_defer():609] handle sender defer: 0
2024-06-05 15:49:29,616 INFO    SenderThread:35312 [sender.py:transition_state():613] send defer: 1
2024-06-05 15:49:29,616 DEBUG   HandlerThread:35312 [handler.py:handle_request():158] handle_request: defer
2024-06-05 15:49:29,616 INFO    HandlerThread:35312 [handler.py:handle_request_defer():184] handle defer: 1
